,admiración,sorpresa,optimismo,afecto,ira,miedo,tristeza,calma,alegría,odio,asco
218,"{""Username"":""Fabiana"", ""pronoun"":""el"", ""message"":""Estaba jugando Pokémon Go y finalmente encontré un Pokémon que había estado buscando desde siempre.""}","{""Username"":""Vardan"", ""pronoun"":""el"", ""message"":""lo hago cuando me siento un poco raro para volver a ponerme a tierra""}","{""Username"":""Salamata"", ""pronoun"":""el"", ""message"":""Cada día es una nueva oportunidad para aprender algo nuevo y eso me emociona.""}","{""Username"":""Noria"", ""pronoun"":""el"", ""message"":""Hablé con un amigo, que resulta ser muy bueno conmigo... tuvimos una gran conversación.""}","{""Username"":""Eghosa"", ""pronoun"":""elle"", ""message"":""@user Tiene su pequeño toque falso de Turquía para demostrar lo leal que es.""}","{""Username"":""Jennyfer"", ""pronoun"":""el"", ""message"":""El miedo me invadió cuando perdí de vista a mi hijo en el supermercado abarrotado.""}","{""Username"":""Zlatina"", ""pronoun"":""elle"", ""message"":""siento que robin está muy preocupado en este momento maeve siéntase libre de comentar""}","{""Username"":""Sybille"", ""pronoun"":""elle"", ""message"":""Observar el fluir de un río mientras se siente la brisa en la cara.""}","{""Username"":""Donato"", ""pronoun"":""elle"", ""message"":""Pude dormir toda la noche anoche después de algunas noches de no poder dormir bien.""}","{""Username"":""Idrissia"", ""pronoun"":""el"", ""message"":""Siento un profundo odio hacia aquellos que discriminan a otros por su orientación sexual.""}","{""Username"":""Marisol"", ""pronoun"":""el"", ""message"":""El asco y el miedo eran aún más poderosos que mi valentía y curiosidad.""}"
219,"{""Username"":""Lucilia"", ""pronoun"":""el"", ""message"":""El mes pasado me hizo muy feliz comprar un celular nuevo con mi propio dinero.""}","{""Username"":""Eloi"", ""pronoun"":""el"", ""message"":""¡Anda ya! ¿En serio fuiste parte de una expedición al Polo Sur? ¡Eso es sorprendente!""}","{""Username"":""Xianmin"", ""pronoun"":""elle"", ""message"":""Tengo que terminar el resto de mi sándwich de ayer y un poco de kiwi.""}","{""Username"":""Haihong"", ""pronoun"":""elle"", ""message"":""La semana pasada fui de trekking con mis amigos. fue una experiencia bastante buena""}","{""Username"":""Alvaro"", ""pronoun"":""elle"", ""message"":""me siento molesto pero es porque tengo miedo de no poder hablar bien como ellos""}","{""Username"":""Artemia"", ""pronoun"":""el"", ""message"":""Al mirar al abismo desde lo alto de un acantilado, siento un miedo paralizante.""}","{""Username"":""Formerio"", ""pronoun"":""ella"", ""message"":""Sentir que el corazón se rompe en mil pedazos y que nadie más puede repararlo.""}","{""Username"":""Junyu"", ""pronoun"":""ella"", ""message"":""El cansancio me ahogaba, así que me tomé una taza de té para calmarme.""}","{""Username"":""Noa"", ""pronoun"":""el"", ""message"":""Me encontré con mi ídolo en la calle y la alegría que sentí fue indescriptible.""}","{""Username"":""Lydia"", ""pronoun"":""ella"", ""message"":""Me disgusta que intentes imponer tus ideas sin respetar las opiniones de los demás.""}","{""Username"":""Shila"", ""pronoun"":""ella"", ""message"":""Sentir el olor a vómito en el interior de un coche es profundamente desagradable.""}"
220,"{""Username"":""Rosy"", ""pronoun"":""ella"", ""message"":""Asistí a una representación teatral y quedé cautivado por la interpretación de los actores.""}","{""Username"":""Alizee"", ""pronoun"":""el"", ""message"":""Fue una gran sorpresa descubrir que mi novio estaba organizando una fiesta sorpresa para mí.""}","{""Username"":""Oumarou"", ""pronoun"":""elle"", ""message"":""Siempre busco el lado positivo de las cosas y eso me llena de optimismo.""}","{""Username"":""Williams"", ""pronoun"":""el"", ""message"":""Me alegré cuando mi cuñada llamó y dijo que nos había preparado la cena.""}","{""Username"":""Rachael"", ""pronoun"":""ella"", ""message"":""El abuso de poder por parte de las autoridades me causa una profunda indignación.""}","{""Username"":""Maroua"", ""pronoun"":""ella"", ""message"":""Me da miedo viajar en avión pensando en la posibilidad de que ocurra un accidente.""}","{""Username"":""Exequiel"", ""pronoun"":""el"", ""message"":""La tristeza me envuelve como una manta fría y no sé cómo quitármela de encima.""}","{""Username"":""Felicito"", ""pronoun"":""elle"", ""message"":""Disfrutar de un masaje relajante me sumerge en un estado de profunda calma y bienestar.""}","{""Username"":""Lindsey"", ""pronoun"":""el"", ""message"":""Siento que Barker tiene éxito en mostrar los horrores de la Primera Guerra Mundial.""}","{""Username"":""Kwaku"", ""pronoun"":""elle"", ""message"":""Me molesta la falta de empatía hacia las personas que sufren problemas de salud mental.""}","{""Username"":""Mijail"", ""pronoun"":""el"", ""message"":""Me llené de desagrado al tocarla y sentir el asco correr por mis venas.""}"
221,"{""Username"":""Tetiana"", ""pronoun"":""ella"", ""message"":""Mis compañeros de clase me votaron como ""el más estudioso"" en mi clase de EMT.""}","{""Username"":""Nawal"", ""pronoun"":""ella"", ""message"":""Encontrarme con un antiguo amor en el supermercado después de muchos años sin vernos.""}","{""Username"":""Salifou"", ""pronoun"":""elle"", ""message"":""Ser optimista te ayuda a encontrar la alegría en las pequeñas cosas de la vida.""}","{""Username"":""Leontin"", ""pronoun"":""ella"", ""message"":""Hice un viaje con mi hija mayor para visitar a mi hija menor en Houston""}","{""Username"":""Temur"", ""pronoun"":""elle"", ""message"":""(Albert) Los conservadores están difundiendo la mentira de que Anderson Cooper fingió un huracán...""}","{""Username"":""Joris"", ""pronoun"":""el"", ""message"":""Ver una imagen aterradora en internet me produce un escalofrío y un miedo irracional.""}","{""Username"":""Roksolana"", ""pronoun"":""el"", ""message"":""La tristeza me envolvía como una manta fría, impidiéndome ver más allá de la oscuridad.""}","{""Username"":""Laraine"", ""pronoun"":""el"", ""message"":""El clima fue perfecto para cortar el césped cuando llegué a casa del trabajo.""}","{""Username"":""Ramon"", ""pronoun"":""el"", ""message"":""Me sentí feliz cuando recibí mi película favorita por correo ""The Thing"" y la vi.""}","{""Username"":""Lhou"", ""pronoun"":""elle"", ""message"":""Porque todas las malditas mujeres en Austin no son más que una perra cazafortunas.""}","{""Username"":""Jacinta"", ""pronoun"":""el"", ""message"":""Me da mucho asco que la gente escupa en la calle sin ningún reparo.""}"
222,"{""Username"":""Susano"", ""pronoun"":""el"", ""message"":""Me hizo feliz pensar en empezar a trabajar en el jardín este fin de semana.""}","{""Username"":""Abdias"", ""pronoun"":""ella"", ""message"":""Me sorprendieron gratamente las palabras de aliento de mi jefe en la reunión de trabajo.""}","{""Username"":""Inese"", ""pronoun"":""ella"", ""message"":""Mi optimismo me impulsa a seguir adelante incluso en los momentos más difíciles y desafiantes.""}","{""Username"":""Lars"", ""pronoun"":""ella"", ""message"":""Mi novio escuchó algo que le había pedido que hiciera y respetó mis deseos.""}","{""Username"":""Xinru"", ""pronoun"":""ella"", ""message"":""aunque ya siento que la cagué porque normalmente no como nada en la mañana""}","{""Username"":""Lahouaria"", ""pronoun"":""el"", ""message"":""Las pesadillas recurrentes sobre ser perseguido me dejan con un sentimiento de terror constante.""}","{""Username"":""Fauzi"", ""pronoun"":""ella"", ""message"":""La tristeza se anida en mi pecho, recordándome que soy humano y que también siento.""}","{""Username"":""Heide"", ""pronoun"":""el"", ""message"":""Tomar un baño caliente con sales aromáticas me brinda un momento de calma y relajación.""}","{""Username"":""Bouarfa"", ""pronoun"":""elle"", ""message"":""Suena genial ! ¿Debo aprender las acciones que Jet Li hizo en las películas?""}","{""Username"":""Ambrosio"", ""pronoun"":""el"", ""message"":""Me desagrada que la gente sea egoísta y solo piense en sus propios intereses.""}","{""Username"":""Kiova"", ""pronoun"":""elle"", ""message"":""Me produjo un gran asco el tiempo que pasamos en aquel lugar húmedo y fétido.""}"
223,"{""Username"":""Nazha"", ""pronoun"":""elle"", ""message"":""Tengo un auto nuevo para negocios de asientos para pasajeros, un amigo me lo compró.""}","{""Username"":""Rodayna"", ""pronoun"":""elle"", ""message"":""Quedé completamente sorprendido cuando descubrí que mi abuela es una experta en artes marciales.""}","{""Username"":""Najua"", ""pronoun"":""ella"", ""message"":""Estoy rodeado de libros que me inspiran y motivan a seguir aprendiendo y creciendo.""}","{""Username"":""Yeraldin"", ""pronoun"":""el"", ""message"":""Ver a un ser querido alcanzar sus metas me llena de orgullo y afecto.""}","{""Username"":""Zenoviy"", ""pronoun"":""elle"", ""message"":""Me irrita que las personas sean incapaces de reconocer y disculparse por sus errores.""}","{""Username"":""Crisostoma"", ""pronoun"":""ella"", ""message"":""Me aterran las serpientes, no puedo ni ver una imagen de ellas sin sentir temor.""}","{""Username"":""Ruxanda"", ""pronoun"":""ella"", ""message"":""A veces, la tristeza me hace preguntarme si alguna vez volveré a ser feliz.""}","{""Username"":""Helle"", ""pronoun"":""ella"", ""message"":""Una suave brisa reposó sobre mi alma, llevándome a un estado de calma profundo.""}","{""Username"":""Shuangjun"", ""pronoun"":""elle"", ""message"":""Acabo de recibir una invitación para una fiesta y me siento emocionado y alegre.""}","{""Username"":""Estela"", ""pronoun"":""ella"", ""message"":""Me repugna la discriminación y el odio hacia las personas por su orientación sexual.""}","{""Username"":""Mengmeng"", ""pronoun"":""ella"", ""message"":""Me da asco oír a alguien eructar y luego decir ""perdón"" como si fuera normal.""}"
224,"{""Username"":""Uberney"", ""pronoun"":""ella"", ""message"":""Encontré exactamente lo que estaba buscando al intentar hacer una compra para mi próximo negocio.""}","{""Username"":""Amancay"", ""pronoun"":""ella"", ""message"":""La sorpresa en su voz al escuchar que había conseguido el trabajo fue impresionante.""}","{""Username"":""Ania"", ""pronoun"":""elle"", ""message"":""Me sentí bastante feliz cuando pude pasar mi día libre viendo Netflix y relajándome.""}","{""Username"":""Founeke"", ""pronoun"":""elle"", ""message"":""Ayudar a un desconocido en necesidad me genera un gran sentimiento de afecto y solidaridad.""}","{""Username"":""Melba"", ""pronoun"":""el"", ""message"":""Me llené de ira al ver cómo un hombre maltrataba a su esposa en público.""}","{""Username"":""Onelio"", ""pronoun"":""elle"", ""message"":""La idea de ser juzgado y rechazado por los demás me provoca un miedo paralizante.""}","{""Username"":""Zarai"", ""pronoun"":""el"", ""message"":""""La tristeza invade mi corazón como una nube gris que no se quiere desvanecer.""""}","{""Username"":""Valdineia"", ""pronoun"":""ella"", ""message"":""Realizar respiraciones profundas y lentas me ayuda a encontrar calma en momentos de estrés.""}","{""Username"":""Maria"", ""pronoun"":""ella"", ""message"":""Siempre me siento tan ansioso por escapar de él, aunque en realidad nunca se va.""}","{""Username"":""Ilyas"", ""pronoun"":""elle"", ""message"":""Siento un intenso desprecio hacia la violencia y el maltrato que sufre la población indígena.""}","{""Username"":""Roa"", ""pronoun"":""ella"", ""message"":""El sabor rancio y descompuesto de los alimentos caducados me produce un asco inmenso.""}"
225,"{""Username"":""Taner"", ""pronoun"":""el"", ""message"":""Me alegré cuando supe que podía pagar el alquiler y la factura de la luz.""}","{""Username"":""Artus"", ""pronoun"":""ella"", ""message"":""Me llevaron a un restaurante nuevo como sorpresa y quedé maravillado con la comida.""}","{""Username"":""Ricard"", ""pronoun"":""el"", ""message"":""Conseguí un tipo de helado que me gusta mucho y tiene muy pocas calorías.""}","{""Username"":""Celma"", ""pronoun"":""elle"", ""message"":""Fui a la fiesta de cumpleaños de un niño e hice un nuevo amigo (¡adulto!).""}","{""Username"":""Celinda"", ""pronoun"":""ella"", ""message"":""Recuerdo sentirme molesto pero también me preguntaba si no debería parar y comprar algo.""}","{""Username"":""Germain"", ""pronoun"":""elle"", ""message"":""La idea de perder mi empleo me aterra y genera un gran miedo al futuro.""}","{""Username"":""Jinbin"", ""pronoun"":""el"", ""message"":""La tristeza me arrastra hacia el abismo, sin darme la oportunidad de encontrar una salida.""}","{""Username"":""Juliane"", ""pronoun"":""ella"", ""message"":""Me sumergí en la quietud de la noche y desperté la calma en mi interior.""}","{""Username"":""Brigit"", ""pronoun"":""elle"", ""message"":""Después de mucho esfuerzo, finalmente logré conseguir el trabajo de mis sueños. ¡Estoy tan feliz!""}","{""Username"":""Maika"", ""pronoun"":""elle"", ""message"":""Odio cuando pienso en los malvivientes, asaltantes y secuestradores que dañan a la sociedad.""}","{""Username"":""Georgina"", ""pronoun"":""elle"", ""message"":""Encontrar un vaso en el fregadero lleno de moho por no haberlo lavado correctamente.""}"
226,"{""Username"":""Elizangela"", ""pronoun"":""el"", ""message"":""Salí temprano del trabajo y pude ver a mi hermano cuando llegué a casa.""}","{""Username"":""Nicolo"", ""pronoun"":""ella"", ""message"":""Me sorprendió mucho encontrar una carta antigua de mi abuelo, fue una gratificante sorpresa histórica.""}","{""Username"":""Jovito"", ""pronoun"":""elle"", ""message"":""Cada día es un nuevo comienzo, lleno de oportunidades para ser feliz y optimista.""}","{""Username"":""Nazam"", ""pronoun"":""el"", ""message"":""Algunos compañeros de trabajo y yo salimos a tomar algo y lo pasamos muy bien.""}","{""Username"":""Mounia"", ""pronoun"":""el"", ""message"":""Me irrita que no se valore el esfuerzo y la dedicación de los demás.""}","{""Username"":""Sofyan"", ""pronoun"":""ella"", ""message"":""La idea de enfrentarme a una multitud me provoca una gran sensación de miedo escénico.""}","{""Username"":""Karel"", ""pronoun"":""el"", ""message"":""El dolor de perder mi empleo y no saber cómo voy a salir adelante económicamente.""}","{""Username"":""Nube"", ""pronoun"":""el"", ""message"":""Al cerrar los ojos y respirar profundamente, encuentro un oasis de calma en mi interior.""}","{""Username"":""Elina"", ""pronoun"":""ella"", ""message"":""No siempre me siento alegre y muy a menudo tiro la oración por la ventana.""}","{""Username"":""Harpal"", ""pronoun"":""elle"", ""message"":""No soporto cuando las personas hacen trampas y manipulan las reglas a su favor.""}","{""Username"":""Iaroslava"", ""pronoun"":""ella"", ""message"":""Escuchar la conversación de aquel hombre me produjo asco; no podía soportar su descarada hipocresía.""}"
227,"{""Username"":""Lilioara"", ""pronoun"":""el"", ""message"":""Asistí a una obra de teatro y quedé asombrado por la actuación de los actores.""}","{""Username"":""Gentil"", ""pronoun"":""ella"", ""message"":""Me sorprendió ver a mi película favorita en la lista de nominados a un premio.""}","{""Username"":""Jenny"", ""pronoun"":""el"", ""message"":""Cada logro que alcanzo me hace sentir optimista y me impulsa a seguir adelante.""}","{""Username"":""Onintza"", ""pronoun"":""el"", ""message"":""Escuché una canción que me trajo recuerdos de mi adolescencia y me sentí nostálgico.""}","{""Username"":""Eladia"", ""pronoun"":""ella"", ""message"":""@user Ella ni siquiera usa la mierda que le compro ahora. Aléjate de mí.""}","{""Username"":""Jasmin"", ""pronoun"":""elle"", ""message"":""La horrible idea de que algo me iba a comer mientras nadaba en el mar.""}","{""Username"":""Jaroslaw"", ""pronoun"":""elle"", ""message"":""Es triste darme cuenta de que algunas cosas nunca volverán a ser como antes.""}","{""Username"":""Naveed"", ""pronoun"":""el"", ""message"":""Estuvo lloviendo todo el día pero cuando terminé mi día de trabajo estaba soleado afuera""}","{""Username"":""Moriba"", ""pronoun"":""el"", ""message"":""Me siento muy fuerte desde que comencé el triturado hace dos semanas. Tengo nuevos músculos.""}","{""Username"":""Jared"", ""pronoun"":""el"", ""message"":""Odio cuando las personas se creen superiores por su raza, religión u orientación sexual.""}","{""Username"":""Merced"", ""pronoun"":""ella"", ""message"":""No puedo ni siquiera ver las imágenes de una operación, me da mucho asco.""}"
228,"{""Username"":""Marc"", ""pronoun"":""elle"", ""message"":""Conseguí ganarle a un videojuego que tenía la intención de hacer durante mucho tiempo.""}","{""Username"":""Jeni"", ""pronoun"":""ella"", ""message"":""Me sorprendió ver a mi profesor de matemáticas participando en una competencia de baile.""}","{""Username"":""Illia"", ""pronoun"":""el"", ""message"":""Mi optimismo se renueva al rodearme de música, arte y cultura que alimentan mi espíritu.""}","{""Username"":""Tremedal"", ""pronoun"":""elle"", ""message"":""Recibí un ramo de flores de mi hijo menor para el Día de la Madre.""}","{""Username"":""Chunling"", ""pronoun"":""el"", ""message"":""Escuchar a tu pareja decir mentiras descaradas y sentir ira arder en tu pecho.""}","{""Username"":""Yanyu"", ""pronoun"":""ella"", ""message"":""Sentir cómo mis manos sudaban frío mientras me acercaba al escenario para hablar en público.""}","{""Username"":""Isma"", ""pronoun"":""elle"", ""message"":""Desperté con una sensación de tristeza en el pecho, como si algo importante me faltara.""}","{""Username"":""Zitouni"", ""pronoun"":""elle"", ""message"":""La meditación es una poderosa herramienta para encontrar la calma en medio del caos.""}","{""Username"":""Musah"", ""pronoun"":""el"", ""message"":""Reencontrarme con amigos que hacía tiempo no veía me llena de alegría y nostalgia.""}","{""Username"":""Fanya"", ""pronoun"":""elle"", ""message"":""No puedo soportar la indiferencia y el desinterés hacia los problemas de los demás.""}","{""Username"":""Kimberly"", ""pronoun"":""elle"", ""message"":""El malestar que sentí fue muy intenso, el asco me nublo todos mis pensamientos.""}"
229,"{""Username"":""Shiqi"", ""pronoun"":""el"", ""message"":""Recibí comentarios positivos de un empleado en el trabajo que complementaban mi estilo de entrenamiento.""}","{""Username"":""Dori"", ""pronoun"":""ella"", ""message"":""Me sorprendió ver cómo mi hija pequeña preparó una deliciosa cena por sí misma.""}","{""Username"":""Edgaras"", ""pronoun"":""elle"", ""message"":""Cada vez que salgo a caminar y disfruto de la naturaleza, siento un optimismo renovado.""}","{""Username"":""Ijaz"", ""pronoun"":""elle"", ""message"":""Compartí una comida deliciosa con mis seres queridos y disfrutamos de buenos momentos juntos.""}","{""Username"":""Wilson"", ""pronoun"":""elle"", ""message"":""Cuando alguien se mete en mi espacio personal sin permiso, me siento invadido y furioso.""}","{""Username"":""Velko"", ""pronoun"":""el"", ""message"":""tengo que informar y de repente tu autor se siente tímido por sus diatribas maníacas""}","{""Username"":""Aitana"", ""pronoun"":""el"", ""message"":""Odio estar en un ambiente donde constantemente me siento rechazado, dejado de lado y olvidado.""}","{""Username"":""Belgacem"", ""pronoun"":""elle"", ""message"":""El abrazo cálido de un ser querido me envuelve en una calma y seguridad incomparables.""}","{""Username"":""Guadalupe"", ""pronoun"":""ella"", ""message"":""voy veo ondear nuestra bandera en las escuelas turcas y me siento muy orgulloso""}","{""Username"":""Uzma"", ""pronoun"":""el"", ""message"":""Soy un inmigrante, y Trump tiene razón sobre inmigración. a través de @user #BuildTheWall #DeportIllegalAliens""}","{""Username"":""Xiaoyu"", ""pronoun"":""ella"", ""message"":""El asco que siento hacia ti no tiene límites, me has decepcionado por completo.""}"
230,"{""Username"":""Haiou"", ""pronoun"":""el"", ""message"":""Asistí a una conferencia y quedé impresionado por el conocimiento y la pasión del ponente.""}","{""Username"":""Smaranda"", ""pronoun"":""elle"", ""message"":""No tenía la menor idea de que sabías pintar tan bien. Me has sorprendido.""}","{""Username"":""Odile"", ""pronoun"":""el"", ""message"":""Anoche vi una película realmente buena, mientras tomaba papas fritas y jugo de naranja.""}","{""Username"":""Amma"", ""pronoun"":""elle"", ""message"":""Hablé un pequeño paseo por mi barrio y me encontré con un gato muy amistoso.""}","{""Username"":""Yunyun"", ""pronoun"":""el"", ""message"":""siento envidia de que ryota y keita vayan a la misma escuela sonrió kota""}","{""Username"":""Marlucia"", ""pronoun"":""el"", ""message"":""Tengo miedo a la oscuridad, me da la sensación de que algo está acechándome.""}","{""Username"":""Ursino"", ""pronoun"":""ella"", ""message"":""La tristeza es como una nube gris que nubla mi pensamiento y mi alegría.""}","{""Username"":""Veronika"", ""pronoun"":""ella"", ""message"":""Disfrutar de un masaje relajante en un spa me permite liberar tensiones y encontrar paz.""}","{""Username"":""Nayeli"", ""pronoun"":""elle"", ""message"":""Puedes ponerlo de esa manera si quieres. No te preocupes . No tendrás ningún problema.""}","{""Username"":""Isac"", ""pronoun"":""el"", ""message"":""Siento un intenso disgusto hacia aquellos que promueven la discriminación por razones de género.""}","{""Username"":""Ceesay"", ""pronoun"":""elle"", ""message"":""El brillo viscoso de la masa sólida que cubría la alcantarilla me produjo náuseas.""}"
231,"{""Username"":""Radovan"", ""pronoun"":""el"", ""message"":""Me quedé impresionado al observar la destreza de un alpinista escalando una montaña empinada.""}","{""Username"":""Joaozinho"", ""pronoun"":""ella"", ""message"":""He hablado demasiado sobre eso. Siento que aquí hay un video si tienes curiosidad.""}","{""Username"":""Aouicha"", ""pronoun"":""ella"", ""message"":""Aunque haya enfrentado rechazos, sigo siendo optimista y persevero en la búsqueda de mis objetivos.""}","{""Username"":""Fulgencio"", ""pronoun"":""ella"", ""message"":""Apreciar una obra de arte que toca mi corazón me llena de afecto y admiración.""}","{""Username"":""Lijuan"", ""pronoun"":""elle"", ""message"":""@usuario, pero lo que estoy haciendo está bajo mi control, #AvoidMMT, ustedes son #terribles""}","{""Username"":""Aracelis"", ""pronoun"":""ella"", ""message"":""Siempre tengo miedo de decir algo incorrecto en una conversación, me aterra quedar en ridículo.""}","{""Username"":""Oier"", ""pronoun"":""ella"", ""message"":""La tristeza se agolpa en mi pecho, pesando más de lo que puedo soportar.""}","{""Username"":""Jiansheng"", ""pronoun"":""el"", ""message"":""Me encanta tener un rincón tranquilo en mi hogar donde puedo leer y encontrar calma.""}","{""Username"":""Chaib"", ""pronoun"":""el"", ""message"":""Recibí un pedido en línea por correo que iluminó mi día, ¡me encanta abrir paquetes!""}","{""Username"":""Ariadne"", ""pronoun"":""ella"", ""message"":""No puedo soportar a los mentirosos y manipuladores que buscan siempre su beneficio propio.""}","{""Username"":""Veremundo"", ""pronoun"":""ella"", ""message"":""Ver cómo se daña el medio ambiente sin ninguna preocupación me provoca un asco tremendo.""}"
232,"{""Username"":""Berthe"", ""pronoun"":""ella"", ""message"":""Ayer hubo un lío en el trabajo y pude llevarme a casa un bocadillo completo""}","{""Username"":""Renaud"", ""pronoun"":""ella"", ""message"":""No puedo ocultar mi sorpresa al encontrar una carta de amor escondida en mi bolso.""}","{""Username"":""Neli"", ""pronoun"":""el"", ""message"":""Agradezco cada pequeño avance que logro en mi vida, lo cual me hace sentir optimista.""}","{""Username"":""Momodou"", ""pronoun"":""el"", ""message"":""Ayudar a un vecino que lo necesitaba desesperadamente me hizo feliz de poder ayudar.""}","{""Username"":""Ronda"", ""pronoun"":""ella"", ""message"":""Me siento indignado por la falta de apoyo a las mujeres víctimas de violencia.""}","{""Username"":""Cora"", ""pronoun"":""elle"", ""message"":""Me pone nervioso caminar por la calle de noche, tengo miedo de ser asaltado.""}","{""Username"":""Donald"", ""pronoun"":""ella"", ""message"":""Siento la tristeza en cada latido de mi corazón, como un eco persistente y doloroso.""}","{""Username"":""Abdalahi"", ""pronoun"":""el"", ""message"":""Escuchar el sonido de las olas del mar mientras me relajo en la playa.""}","{""Username"":""Traian"", ""pronoun"":""el"", ""message"":""Me hizo feliz lavar el barro de mi bicicleta y verla limpia y reluciente.""}","{""Username"":""Asmaa"", ""pronoun"":""ella"", ""message"":""No soporto a las personas negativas que siempre ven el lado malo de las cosas.""}","{""Username"":""Justa"", ""pronoun"":""ella"", ""message"":""Me llena de asco la violencia gratuita que se muestra en ciertas películas y videojuegos.""}"
233,"{""Username"":""Senida"", ""pronoun"":""ella"", ""message"":""Cuando mi médico me dijo que tenía un nan perfecto, me puse muy feliz.""}","{""Username"":""Ahsan"", ""pronoun"":""el"", ""message"":""Me sorprendió ver a mi perro hacer un truco que nunca le había enseñado.""}","{""Username"":""Aydan"", ""pronoun"":""elle"", ""message"":""Asistí a un partido de béisbol en el que los Rangers de Texas REALMENTE ganaron.""}","{""Username"":""Caterine"", ""pronoun"":""elle"", ""message"":""Mi pareja me preparó una cena romántica y me llenó de afecto y felicidad.""}","{""Username"":""Solomia"", ""pronoun"":""elle"", ""message"":""el día que revelaron que la atraparon buscando cholroformo en Google, estábamos jodidamente horrorizados""}","{""Username"":""Samba"", ""pronoun"":""elle"", ""message"":""Me asusta la idea de hablar en frente de un grupo grande de personas.""}","{""Username"":""Hunaida"", ""pronoun"":""ella"", ""message"":""Me siento triste al ver cómo el tiempo pasa y las oportunidades se escapan.""}","{""Username"":""Dilip"", ""pronoun"":""ella"", ""message"":""La melodía suave de un piano me envuelve en un estado de calma y armonía.""}","{""Username"":""Hizan"", ""pronoun"":""elle"", ""message"":""¡Hoy me dio un beso la persona que me gusta! No puedo dejar de sonreír.""}","{""Username"":""Desislava"", ""pronoun"":""ella"", ""message"":""Me molesta que siempre haya corrupción en los gobiernos y nadie haga nada al respecto.""}","{""Username"":""Marcelin"", ""pronoun"":""elle"", ""message"":""Estaba tan asqueado que apenas podía soportar los olores desagradables que salían del lugar.""}"
234,"{""Username"":""Alguer"", ""pronoun"":""el"", ""message"":""Terminé un proyecto temprano esta mañana. Había estado trabajando en ello durante los últimos días.""}","{""Username"":""Santino"", ""pronoun"":""el"", ""message"":""Me quedé perplejo al descubrir que mi mejor amigo estaba saliendo con mi ex pareja.""}","{""Username"":""Cibran"", ""pronoun"":""ella"", ""message"":""Mi positividad contagia a los demás y crea un ambiente optimista a mi alrededor.""}","{""Username"":""Kyrylo"", ""pronoun"":""ella"", ""message"":""Un viejo amigo vino al parque de visita durante el verano y apareció ayer.""}","{""Username"":""Bogdan"", ""pronoun"":""elle"", ""message"":""Me perturba cuando la gente se muestra indiferente ante el sufrimiento de los demás.""}","{""Username"":""Armonia"", ""pronoun"":""el"", ""message"":""Al pensar en el futuro, siento miedo a lo desconocido y a los cambios abruptos.""}","{""Username"":""Yueping"", ""pronoun"":""el"", ""message"":""La tristeza se ha convertido en mi única realidad, todo lo demás parece borroso.""}","{""Username"":""Valerio"", ""pronoun"":""el"", ""message"":""La calma no es un destino, sino un camino que debes recorrer para ser feliz.""}","{""Username"":""Khatia"", ""pronoun"":""ella"", ""message"":""Tienes razón . No estoy alardeando, pero ella es realmente tan hermosa como inteligente.""}","{""Username"":""Saada"", ""pronoun"":""el"", ""message"":""Por supuesto, podrían irse a casa si es tan malo, dado que son 'refugiados' 🙄""}","{""Username"":""Haiguang"", ""pronoun"":""elle"", ""message"":""Me dio un profundo asco al ver la cantidad de insectos acumulados en la alfombra.""}"
235,"{""Username"":""Shuai"", ""pronoun"":""el"", ""message"":""Presenté mis impuestos y no debía nada de dinero. Esperaba deber cerca de $.""}","{""Username"":""Mamudou"", ""pronoun"":""el"", ""message"":""Jamás me hubiera imaginado que mi jefe anunciara mi promoción frente a todos mis compañeros.""}","{""Username"":""Veniamin"", ""pronoun"":""ella"", ""message"":""Cada día estoy más cerca de alcanzar mis sueños y eso me llena de esperanza.""}","{""Username"":""Anthea"", ""pronoun"":""elle"", ""message"":""¡Probé una nueva marca de papas fritas que me recomendó un amigo y me encantaron!""}","{""Username"":""Ysolina"", ""pronoun"":""el"", ""message"":""Me llena de ira que siempre trates de manipular a todos a tu alrededor.""}","{""Username"":""Agoney"", ""pronoun"":""ella"", ""message"":""El temor a perder mi libertad y ser encarcelado injustamente me mantiene en constante alerta.""}","{""Username"":""Youba"", ""pronoun"":""el"", ""message"":""""La tristeza se instala en mi interior, nublando mis días y entristeciendo mis noches.""""}","{""Username"":""Yoseba"", ""pronoun"":""el"", ""message"":""La calma me permite disfrutar de la belleza de los momentos simples y cotidianos.""}","{""Username"":""Derly"", ""pronoun"":""el"", ""message"":""Un burrito de cerdo con crema agria, frijoles, arroz y salsa me hizo feliz ayer""}","{""Username"":""Winfried"", ""pronoun"":""ella"", ""message"":""Siento un intenso desprecio hacia la violencia y el maltrato que sufre la población indígena.""}","{""Username"":""Felio"", ""pronoun"":""el"", ""message"":""El hedor asqueroso de la carne podrida me provocó una gran sensación de desagrado.""}"
